,,,,,,,,,,,,,,,,,,,,,,,,,can hide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Franconia,TRUE, 183 ,Franconia,108.54 ,"386,540.25",23.33 ,"41,542.10",16.00, -   ," 30,653.76 ",0.00, -   , -   , -   , -   ," 458,736.11 "," 659,934 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Franklin,TRUE,185,Franklin,"1,067.24 ","3,800,729.79",604.03 ,"1,075,553.94",182.14, 5.00 ," 348,954.74 ","3,483.85", 6.00 ," 4,180.62 ", -   , -   ," 5,232,902.94 "," 1,177,459 "," 4,055,444 "," 4,034,992.00 "," 3,873,592.32 "," 8,329,787 "," 13,327,659.00 "," 7,929,036.26 "," 8,044,402.03 "," 7,642,181.93 "," 7,929,036.26 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Freedom,TRUE,187,Freedom,112.11 ,"399,253.98",35.52 ,"63,247.98",21.17, 2.00 ," 40,558.76 ","1,393.54", -   , -   , -   , -   ," 504,454.26 "," 1,130,959 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Fremont,TRUE,189,Fremont,623.11 ,"2,219,062.95",86.84 ,"154,629.91",99.12, -   ," 189,900.04 ",0.00, 5.00 ," 3,483.85 ", -   , -   ," 2,567,076.75 "," 898,541 "," 1,668,536 ", -   , -   ," 1,671,479 "," 2,674,366.00 "," 1,668,535.75 "," 1,685,449.33 "," 1,601,176.86 "," 1,668,535.75 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Gilford,TRUE,191,Gilford,"1,011.47 ","3,602,117.77",210.55 ,"374,911.65",143.74, 3.50 ," 275,385.72 ","2,438.70", 2.40 ," 1,672.25 ", -   , -   ," 4,256,526.09 "," 3,795,670 "," 460,856 "," 363,818.00 "," 349,265.28 "," 637,608 "," 1,020,173.00 "," 810,121.37 "," 803,338.12 "," 763,171.21 "," 810,121.37 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Gilmanton,TRUE,195,Gilmanton,536.11 ,"1,909,232.46",89.59 ,"159,526.64",38.92, -   ," 74,565.27 ",0.00, 1.00 , 696.77 , -   , -   ," 2,144,021.14 "," 1,028,548 "," 1,115,473 ", -   , -   ," 1,043,448 "," 1,669,517.00 "," 1,115,473.14 "," 1,128,036.12 "," 1,071,634.31 "," 1,115,473.14 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Gilsum,TRUE,197,Gilsum,72.70 ,"258,904.33",32.10 ,"57,158.22",14.48, -   ," 27,741.65 ",0.00, -   , -   , -   , -   ," 343,804.20 "," 135,605 "," 208,199 "," 286,055.00 "," 274,612.80 "," 438,940 "," 702,305.00 "," 482,812.00 "," 458,694.38 "," 435,759.66 "," 482,812.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Goffstown,TRUE,199,Goffstown,"2,121.24 ","7,554,308.37",456.84 ,"813,463.01",359.98, 26.16 ," 689,671.28 ","18,227.50", 3.00 ," 2,090.31 ", 1.88 ," 6,695.19 "," 9,084,455.66 "," 3,228,428 "," 5,856,028 "," 1,040,103.00 "," 998,498.88 "," 7,102,063 "," 11,363,302.00 "," 6,854,526.54 "," 6,938,808.58 "," 6,591,868.15 "," 6,854,526.54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Gorham,TRUE,201,Gorham,365.29 ,"1,300,896.32",108.61 ,"193,394.22",78.91, 1.00 ," 151,180.51 ",696.77, 4.00 ," 2,787.08 ", -   , -   ," 1,648,954.90 "," 502,680 "," 1,146,275 "," 849,335.00 "," 815,361.60 "," 1,977,144 "," 3,163,431.00 "," 1,961,636.50 "," 2,002,859.53 "," 1,902,716.55 "," 1,961,636.50 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Goshen,TRUE,203,Goshen,70.26 ,"250,214.83",23.31 ,"41,506.49",11.02, -   ," 21,112.78 ",0.00, -   , -   , -   , -   ," 312,834.10 "," 158,027 "," 154,807 "," 221,681.00 "," 212,813.76 "," 371,451 "," 594,322.00 "," 367,620.86 "," 365,501.27 "," 347,226.21 "," 367,620.86 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,Grafton,TRUE,209,Grafton,139.29 ,"496,049.30",50.31 ,"89,583.50",33.12, -   ," 63,453.28 ",0.00, -   , -   , -   , -   ," 649,086.08 "," 301,138 "," 347,948 "," 250,176.00 "," 240,168.96 "," 608,417 "," 973,468.00 "," 588,117.04 "," 554,432.08 "," 526,710.48 "," 588,117.04 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,Grantham,TRUE,211,Grantham,410.69 ,"1,462,577.98",24.17 ,"43,037.83",52.50, 2.00 ," 100,582.65 ","1,393.54", -   , -   , -   , -   ," 1,607,592.00 "," 1,060,878 "," 546,714 ", -   , -   ," 14,833 "," 23,733.00 "," 23,733.00 "," 23,733.00 "," 22,546.35 "," 546,714.00 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,Greenfield,TRUE,213,Greenfield,196.56 ,"700,003.23",65.49 ,"116,613.46",29.26, -   ," 56,058.06 ",0.00, -   , -   , -   , -   ," 872,674.75 "," 334,773 "," 537,902 "," 347,765.00 "," 333,854.40 "," 854,415 "," 1,367,064.00 "," 871,756.15 "," 797,725.48 "," 757,839.21 "," 871,756.15 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,Greenland,TRUE,215,Greenland,537.46 ,"1,914,040.17",30.36 ,"54,059.93",60.73, -   ," 116,350.18 ",0.00, 1.36 , 947.61 , 1.05 ," 3,739.33 "," 2,089,137.22 "," 1,660,384 "," 428,753 "," 19,719.00 "," 18,930.24 "," 441,373 "," 706,197.00 "," 447,683.46 "," 428,311.49 "," 406,895.92 "," 447,683.46 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,Greenville,TRUE,219,Greenville,258.66 ,"921,158.10",117.65 ,"209,491.12",40.92, 7.00 ," 78,396.99 ","4,877.39", 2.00 ," 1,393.54 ", -   , -   ," 1,215,317.14 "," 235,432 "," 979,885 "," 1,186,140.00 "," 1,138,694.40 "," 2,226,402 "," 3,562,243.00 "," 2,118,579.54 "," 2,134,021.82 "," 2,027,320.73 "," 2,118,579.54 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,Groton,TRUE,221,Groton,48.09 ,"171,261.47",21.88 ,"38,960.18",10.50, -   ," 20,116.53 ",0.00, -   , -   , -   , -   ," 230,338.18 "," 230,250 ", 88 ," 204,912.00 "," 196,715.52 "," 279,084 "," 446,534.00 "," 196,803.70 "," 196,715.52 "," 186,879.74 "," 196,803.70 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,Hale's Location,TRUE,222,Hale's Location,2.74 ,"9,757.88",0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   ," 9,757.88 "," 159,385 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,Hampstead,TRUE,223,Hampstead,"1,272.64 ","4,532,214.65",114.12 ,"203,205.50",199.88, 7.00 ," 382,942.10 ","4,877.39", 3.22 ," 2,243.60 ", -   , -   ," 5,125,483.24 "," 2,389,382 "," 2,736,101 "," 13,676.00 "," 13,128.96 "," 2,819,807 "," 4,511,691.00 "," 2,749,230.20 "," 2,849,627.38 "," 2,707,146.01 "," 2,749,230.20 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,Hampton,TRUE,225,Hampton,"1,574.17 ","5,606,044.40",239.35 ,"426,193.79",180.29, 17.94 ," 345,410.40 ","12,500.05", 7.00 ," 4,877.39 ", -   , -   ," 6,395,026.03 "," 6,928,984 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Hampton Falls,TRUE,227,Hampton Falls,334.01 ,"1,189,499.79",24.41 ,"43,465.18",49.91, -   ," 95,620.57 ",0.00, 1.00 , 696.77 , -   , -   ," 1,329,282.31 "," 1,012,355 "," 316,927 ", -   , -   ," 181,792 "," 290,867.00 "," 290,867.00 "," 290,867.00 "," 276,323.65 "," 316,927.31 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,Hancock,TRUE,231,Hancock,157.68 ,"561,541.05",28.46 ,"50,676.73",24.51, -   ," 46,957.73 ",0.00, -   , -   , -   , -   ," 659,175.51 "," 577,600 "," 81,576 "," 128,961.00 "," 123,802.56 "," 233,231 "," 373,170.00 "," 205,378.07 "," 192,211.59 "," 182,601.01 "," 205,378.07 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,Hanover,TRUE, 233 ,Hanover,"1,141.11 ","4,063,800.81",46.52 ,"82,834.91",126.04, 25.70 ," 241,474.99 ","17,906.99", 1.00 , 696.77 , -   , -   ," 4,406,714.47 "," 5,212,206 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,Harrisville,TRUE,235,Harrisville,68.75 ,"244,837.31",16.00 ,"28,490.08",13.50, -   ," 25,864.11 ",0.00, -   , -   , -   , -   ," 299,191.50 "," 430,691 ", -   ," 13,345.00 ", -   ," 13,345 "," 21,352.00 ", -   ," 12,811.20 "," 12,170.64 "," 12,170.64 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,Hart's Location,TRUE,236,Hart's Location,1.00 ,"3,561.27",0.00 ,0.00,0.00, -   , -   ,0.00, -   , -   , -   , -   ," 3,561.27 "," 34,832 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,Haverhill,TRUE,238,Haverhill,579.17 ,"2,062,580.75",232.07 ,"413,230.80",107.20, 4.54 ," 205,380.19 ","3,163.34", 4.00 ," 2,787.08 ", 0.30 ," 1,068.38 "," 2,688,210.54 "," 754,096 "," 1,934,115 "," 2,109,770.00 "," 2,025,379.20 "," 4,125,154 "," 6,600,246.00 "," 3,959,493.74 "," 3,983,395.47 "," 3,784,225.70 "," 3,959,493.74 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,Hebron,TRUE,243,Hebron,42.24 ,"150,428.04",10.85 ,"19,319.84",8.33, -   ," 15,959.11 ",0.00, 1.00 , 696.77 , -   , -   ," 186,403.76 "," 588,674 ", -   , -   , -   , -   , -   , -   , -   , -   , -   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,Henniker,TRUE,245,Henniker,520.14 ,"1,852,358.98",133.29 ,"237,340.17",101.56, -   ," 194,574.74 ",0.00, 4.00 ," 2,787.08 ", -   , -   ," 2,287,060.97 "," 888,488 "," 1,398,573 "," 839,188.00 "," 805,620.48 "," 2,256,024 "," 3,609,638.00 "," 2,204,193.45 "," 2,201,126.47 "," 2,091,070.15 "," 2,204,193.45 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,Hill,TRUE,247,Hill,122.79 ,"437,288.34",40.79 ,"72,631.90",15.93, -   ," 30,519.65 ",0.00, 1.00 , 696.77 , -   , -   ," 541,136.66 "," 181,189 "," 359,948 "," 64,565.00 "," 61,982.40 "," 457,153 "," 731,445.00 "," 421,930.06 "," 441,238.20 "," 419,176.29 "," 421,930.06 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,Hillsboro,TRUE,249,Hillsboro,853.91 ,"3,041,004.07",385.96 ,"687,251.95",179.37, 1.97 ," 343,647.81 ","1,372.64", 6.00 ," 4,180.62 ", 0.30 ," 1,068.38 "," 4,078,525.47 "," 1,062,528 "," 3,015,997 "," 2,337,908.00 "," 2,244,391.68 "," 5,407,349 "," 8,651,759.00 "," 5,260,389.15 "," 5,293,938.07 "," 5,029,241.17 "," 5,260,389.15 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
