,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,FY2019 Final Grants,,
,,,,,,,,,,,,,,,,,,,,,,as of 3-06-19,,
,,,,,,,,,,,,,,,,,FY2019,,Stabilization,,, Grants = Max of Preliminary Grant plus Stabiliation Grant @ 88% OR 95% of 11-15-17 Grant Estimate ,,
,From EOY Data Excl Charter And OOS,,,,17-18 Membership,Base Adequacy Aid,F &R ,Free or Reduced Differentiated Aid, SPED,Special Education Differentiated Aid,ELL,ELL Differentiated Aid,Grade 3 Reading Below Proficient,Grade 3 Reading Differentiated Aid,Total Calculated Cost of an Adequate Education,SWEPT @,Preliminary        Grants = Cost of Adequacy            Less SWEPT,FY2012 Stabilization Grant  ,If Preliminary Grant > 0 and  ADM > 0 then FY12 Stabilization  @ ,FY2019 First Estimate on            11-15-17,Minimum First FY19 Estimate as of   11-15-17 X,,,
,,,,,ADM,"$3,636.06 ",ADM,"$1,818.02 ",ADM,"$1,956.09 ",ADM,$711.40 ,ADM,$711.40 ,$,$2.170 ,,,88%,,95%,,,
,,,,State Total,"166,095.91","603,934,684.01 ","45,733.53","83,144,467.80 ","28,484.33 ","55,717,917.83 ","4,732.22","3,366,504.06 ","2,140.61"," 1,522,831.82 "," 747,686,405.52 "," 363,099,673 "," 414,104,878.79 "," 158,480,276 "," 138,234,410.16 "," 550,425,113.29 "," 522,903,857.68 "," 552,624,220.37 ",,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,3,Acworth, 94.57 ," 343,851.29 ", 40.90 ," 74,361.20 ", 17.61 ," 34,448.90 ", 1.00 , 711.40 , 2.00 ," 1,422.80 "," 454,795.59 "," 220,534 "," 234,261.59 "," 245,385.00 "," 215,938.80 "," 447,466.15 "," 425,092.84 "," 450,200.39 ",,
5,Albany,TRUE,5,Albany, 97.65 ," 355,053.26 ", 40.01 ," 72,746.98 ", 13.74 ," 26,883.13 ", -   , -   , 2.00 ," 1,422.80 "," 456,106.17 "," 240,063 "," 216,043.17 "," 315,427.00 "," 277,575.76 "," 507,592.15 "," 482,212.54 "," 493,618.93 ",,
7,Alexandria,TRUE,7,Alexandria, 201.01 ," 730,876.06 ", 78.51 ," 142,730.75 ", 25.12 ," 49,145.59 ", 2.82 ," 2,007.71 ", 1.00 , 711.40 ," 925,471.51 "," 396,927 "," 528,544.51 "," 283,426.00 "," 249,414.88 "," 718,767.69 "," 682,829.31 "," 777,959.39 ",,
9,Allenstown,TRUE,9,Allenstown, 497.63 ," 1,809,399.45 ", 201.62 ," 366,552.28 ", 91.34 ," 178,670.43 ", 2.17 ," 1,545.30 ", 3.00 ," 2,134.20 "," 2,358,301.66 "," 593,446 "," 1,764,855.66 "," 2,229,085.00 "," 1,961,594.80 "," 3,709,497.30 "," 3,524,022.44 "," 3,726,450.46 ",,
11,Alstead,TRUE,11,Alstead, 207.43 ," 754,239.56 ", 88.56 ," 161,007.49 ", 44.80 ," 87,626.77 ", -   , -   , 1.59 ," 1,130.34 "," 1,004,004.16 "," 348,066 "," 655,938.16 "," 721,271.00 "," 634,718.48 "," 1,231,636.65 "," 1,170,054.82 "," 1,290,656.64 ",,
15,Alton,TRUE,15,Alton, 649.37 ," 2,361,158.46 ", 174.61 ," 317,437.20 ", 114.13 ," 223,252.66 ", 0.22 , 154.44 , 12.21 ," 8,683.13 "," 2,910,685.89 "," 3,580,236 ", -   , -   , -   , -   , -   , -   ,,
17,Amherst,TRUE,17,Amherst," 1,791.69 "," 6,514,707.98 ", 103.95 ," 188,986.09 ", 234.23 ," 458,168.31 ", 18.90 ," 13,447.81 ", 39.19 ," 27,878.49 "," 7,203,188.68 "," 3,735,275 "," 3,467,913.68 ", -   , -   ," 3,404,548.90 "," 3,234,321.46 "," 3,467,913.68 ",,
19,Andover,TRUE,19,Andover, 300.20 ," 1,091,549.94 ", 74.02 ," 134,567.11 ", 46.73 ," 91,415.13 ", -   , -   , 6.00 ," 4,268.40 "," 1,321,800.58 "," 506,545 "," 815,255.58 "," 212,449.00 "," 186,955.12 "," 978,533.81 "," 929,607.12 "," 1,002,210.70 ",,
21,Antrim,TRUE,21,Antrim, 308.29 ," 1,120,975.85 ", 113.72 ," 206,746.51 ", 60.57 ," 118,484.67 ", 2.00 ," 1,422.80 ", 5.00 ," 3,557.00 "," 1,451,186.83 "," 479,990 "," 971,196.83 "," 1,207,389.00 "," 1,062,502.32 "," 2,062,614.54 "," 1,959,483.81 "," 2,033,699.15 ",,
23,Ashland,TRUE,23,Ashland, 212.68 ," 773,300.88 ", 96.72 ," 175,836.35 ", 34.68 ," 67,838.18 ", 2.68 ," 1,907.83 ", 2.00 ," 1,422.80 "," 1,020,306.04 "," 527,385 "," 492,921.04 "," 275,155.00 "," 242,136.40 "," 770,987.01 "," 732,437.66 "," 735,057.44 ",,
27,Atkinson,TRUE,27,Atkinson, 745.60 ," 2,711,054.34 ", 39.92 ," 72,569.00 ", 122.11 ," 238,849.35 ", 1.00 , 711.40 , 6.00 ," 4,268.40 "," 3,027,452.49 "," 2,113,952 "," 913,500.49 ", -   , -   ," 875,451.22 "," 831,678.66 "," 913,500.49 ",,
29,Auburn,TRUE,29,Auburn, 878.43 ," 3,194,025.64 ", 75.03 ," 136,413.31 ", 134.52 ," 263,133.03 ", 4.50 ," 3,201.30 ", 18.00 ," 12,805.20 "," 3,609,578.48 "," 1,604,438 "," 2,005,140.48 "," 69,205.00 "," 60,900.40 "," 2,125,501.47 "," 2,019,226.40 "," 2,066,040.88 ",,
31,Barnstead,TRUE,31,Barnstead, 662.74 ," 2,409,759.86 ", 204.89 ," 372,491.21 ", 132.37 ," 258,933.70 ", -   , -   , 16.64 ," 11,840.83 "," 3,053,025.60 "," 1,022,078 "," 2,030,947.60 "," 888,419.00 "," 781,808.72 "," 2,732,605.52 "," 2,595,975.24 "," 2,812,756.32 ",,
33,Barrington,TRUE,33,Barrington," 1,273.39 "," 4,630,123.17 ", 175.46 ," 318,994.88 ", 257.57 ," 503,834.21 ", 5.50 ," 3,912.70 ", 21.88 ," 15,566.85 "," 5,472,431.81 "," 2,076,794 "," 3,395,637.81 "," 725,476.00 "," 638,418.88 "," 4,070,110.70 "," 3,866,605.17 "," 4,034,056.69 ",,
35,Bartlett,TRUE,35,Bartlett, 247.56 ," 900,159.38 ", 75.31 ," 136,917.27 ", 44.36 ," 86,774.50 ", 2.90 ," 2,063.06 ", 2.00 ," 1,422.80 "," 1,127,337.01 "," 2,221,528 ", -   ," 18,308.00 ", -   , -   , -   , -   ,,
39,Bath,TRUE,39,Bath, 129.49 ," 470,817.41 ", 41.19 ," 74,876.06 ", 20.07 ," 39,264.59 ", -   , -   , 1.00 , 711.40 ," 585,669.46 "," 237,671 "," 347,998.46 "," 259,033.00 "," 227,949.04 "," 582,456.25 "," 553,333.44 "," 575,947.50 ",,
41,Bedford,TRUE,41,Bedford," 4,329.78 "," 15,743,342.41 ", 226.65 ," 412,054.05 ", 562.97 ," 1,101,214.90 ", 46.39 ," 33,004.19 ", 24.93 ," 17,734.28 "," 17,307,349.83 "," 8,342,946 "," 8,964,403.83 ", -   , -   ," 8,863,195.56 "," 8,420,035.78 "," 8,964,403.83 ",,
43,Belmont,TRUE,43,Belmont," 1,004.82 "," 3,653,594.90 ", 378.75 ," 688,567.98 ", 200.28 ," 391,770.99 ", 6.45 ," 4,585.90 ", 10.33 ," 7,347.13 "," 4,745,866.90 "," 1,387,481 "," 3,358,385.90 "," 1,233,780.00 "," 1,085,726.40 "," 4,426,174.86 "," 4,204,866.12 "," 4,444,112.30 ",,
45,Bennington,TRUE,45,Bennington, 192.32 ," 699,279.42 ", 64.11 ," 116,561.26 ", 42.71 ," 83,537.95 ", 0.91 , 649.08 , 5.00 ," 3,557.00 "," 903,584.71 "," 242,362 "," 661,222.71 "," 489,829.00 "," 431,049.52 "," 1,102,198.11 "," 1,047,088.20 "," 1,092,272.23 ",,
47,Benton,TRUE,47,Benton, 25.71 ," 93,470.38 ", 4.71 ," 8,556.51 ", 6.98 ," 13,659.96 ", -   , -   , 1.00 , 711.40 ," 116,398.25 "," 60,655 "," 55,743.25 "," 59,781.00 "," 52,607.28 "," 108,976.07 "," 103,527.27 "," 108,350.53 ",,
51,Berlin,TRUE,51,Berlin," 1,022.72 "," 3,718,678.92 ", 586.40 ," 1,066,086.93 ", 233.91 ," 457,556.84 ", 4.00 ," 2,845.60 ", 11.00 ," 7,825.40 "," 5,252,993.69 "," 563,659 "," 4,689,334.69 "," 5,495,595.00 "," 4,836,123.60 "," 9,590,030.33 "," 9,110,528.81 "," 9,525,458.29 ",,
53,Bethlehem,TRUE,53,Bethlehem, 262.98 ," 956,223.06 ", 85.47 ," 155,390.17 ", 35.48 ," 69,402.27 ", 1.06 , 750.95 , 1.00 , 711.40 ," 1,182,477.85 "," 552,871 "," 629,606.85 "," 449,239.00 "," 395,330.32 "," 1,007,359.88 "," 956,991.89 "," 1,024,937.17 ",,
55,Boscawen,TRUE,55,Boscawen, 466.03 ," 1,694,504.68 ", 166.88 ," 303,395.72 ", 104.83 ," 205,051.63 ", 2.42 ," 1,724.22 ", 0.60 , 430.04 ," 2,205,106.29 "," 542,935 "," 1,662,171.29 "," 1,119,944.00 "," 985,550.72 "," 2,599,635.45 "," 2,469,653.68 "," 2,647,722.01 ",,
57,Bow,TRUE,57,Bow," 1,401.65 "," 5,096,501.32 ", 76.98 ," 139,959.00 ", 186.19 ," 364,198.92 ", 7.61 ," 5,410.62 ", 30.00 ," 21,342.00 "," 5,627,411.86 "," 2,173,420 "," 3,453,991.86 "," 349,208.00 "," 307,303.04 "," 3,750,508.72 "," 3,562,983.28 "," 3,761,294.90 ",,
59,Bradford,TRUE,59,Bradford, 190.77 ," 693,651.53 ", 42.86 ," 77,920.34 ", 25.16 ," 49,206.62 ", -   , -   , 2.00 ," 1,422.80 "," 822,201.29 "," 446,513 "," 375,688.29 "," 199,555.00 "," 175,608.40 "," 563,781.92 "," 535,592.82 "," 551,296.69 ",,
63,Brentwood,TRUE,63,Brentwood, 780.12 ," 2,836,559.85 ", 43.99 ," 79,980.88 ", 114.37 ," 223,722.32 ", 4.00 ," 2,845.60 ", 9.42 ," 6,700.68 "," 3,149,809.33 "," 1,230,965 "," 1,918,844.33 ", -   , -   ," 1,974,765.72 "," 1,876,027.43 "," 1,918,844.33 ",,
65,Bridgewater,TRUE,65,Bridgewater, 91.43 ," 332,436.60 ", 32.91 ," 59,833.04 ", 10.38 ," 20,310.67 ", -   , -   , -   , -   ," 412,580.31 "," 751,109 ", -   , -   , -   , -   , -   , -   ,,
67,Bristol,TRUE,67,Bristol, 354.92 ," 1,290,526.41 ", 172.59 ," 313,780.07 ", 44.34 ," 86,730.88 ", -   , -   , 5.50 ," 3,912.70 "," 1,694,950.06 "," 1,004,017 "," 690,933.06 "," 267,027.00 "," 234,983.76 "," 906,987.45 "," 861,638.08 "," 925,916.82 ",,
69,Brookfield,TRUE,69,Brookfield, 76.97 ," 279,871.90 ", 24.87 ," 45,220.70 ", 6.28 ," 12,287.57 ", -   , -   , 2.00 ," 1,422.80 "," 338,802.97 "," 209,474 "," 129,328.97 "," 56,013.00 "," 49,291.44 "," 168,603.70 "," 160,173.52 "," 178,620.41 ",,
71,Brookline,TRUE,71,Brookline," 1,081.18 "," 3,931,237.90 ", 67.56 ," 122,821.07 ", 137.43 ," 268,821.54 ", 4.00 ," 2,845.60 ", 10.72 ," 7,624.43 "," 4,333,350.54 "," 1,267,926 "," 3,065,424.54 "," 758,524.00 "," 667,501.12 "," 3,827,292.23 "," 3,635,927.62 "," 3,732,925.66 ",,
73,Cambridge,TRUE,73,Cambridge, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 21,882 ", -   , 203.00 , -   , -   , -   , -   ,,
75,Campton,TRUE,75,Campton, 408.13 ," 1,483,988.44 ", 122.68 ," 223,042.15 ", 77.79 ," 152,164.63 ", 1.77 ," 1,260.03 ", 1.21 , 860.08 ," 1,861,315.33 "," 853,375 "," 1,007,940.33 "," 669,210.00 "," 588,904.80 "," 1,634,993.27 "," 1,553,243.61 "," 1,596,845.13 ",,
77,Canaan,TRUE,77,Canaan, 451.72 ," 1,642,493.39 ", 162.61 ," 295,624.05 ", 103.45 ," 202,356.34 ", 3.00 ," 2,134.20 ", 4.00 ," 2,845.60 "," 2,145,453.58 "," 741,180 "," 1,404,273.58 "," 956,783.00 "," 841,969.04 "," 2,268,534.38 "," 2,155,107.66 "," 2,246,242.62 ",,
79,Candia,TRUE,79,Candia, 434.37 ," 1,579,401.56 ", 84.17 ," 153,018.56 ", 64.35 ," 125,881.04 ", 2.98 ," 2,122.32 ", 9.77 ," 6,951.94 "," 1,867,375.42 "," 1,011,499 "," 855,876.42 ", -   , -   ," 827,122.56 "," 785,766.43 "," 855,876.42 ",,
81,Canterbury,TRUE,81,Canterbury, 228.98 ," 832,597.75 ", 43.41 ," 78,927.34 ", 32.56 ," 63,689.90 ", 1.00 , 711.40 , -   , -   ," 975,926.39 "," 550,959 "," 424,967.39 ", -   , -   ," 349,352.01 "," 331,884.41 "," 424,967.39 ",,
83,Carroll,TRUE,83,Carroll, 59.90 ," 217,815.99 ", 25.40 ," 46,185.71 ", 5.00 ," 9,780.45 ", -   , -   , 1.00 , 711.40 ," 274,493.55 "," 765,882 ", -   , -   , -   , -   , -   , -   ,,
87,Center Harbor,TRUE,87,Center Harbor, 112.90 ," 410,513.72 ", 18.03 ," 32,770.17 ", 9.50 ," 18,582.86 ", -   , -   , 3.00 ," 2,134.20 "," 464,000.95 "," 912,353 ", -   , -   , -   , -   , -   , -   ,,
89,Charlestown,TRUE,89,Charlestown, 617.64 ," 2,245,792.82 ", 269.67 ," 490,266.36 ", 118.97 ," 232,712.12 ", 2.00 ," 1,422.80 ", 11.96 ," 8,505.21 "," 2,978,699.31 "," 575,835 "," 2,402,864.31 "," 2,520,022.00 "," 2,217,619.36 "," 4,592,810.97 "," 4,363,170.42 "," 4,620,483.67 ",,
91,Chatham,TRUE,91,Chatham, 46.07 ," 167,497.29 ", 5.77 ," 10,481.98 ", 11.00 ," 21,516.99 ", -   , -   , -   , -   ," 199,496.26 "," 111,333 "," 88,163.26 ", -   , -   ," 77,456.10 "," 73,583.30 "," 88,163.26 ",,
93,Chester,TRUE,93,Chester, 794.77 ," 2,889,840.13 ", 51.28 ," 93,230.25 ", 133.44 ," 261,015.37 ", 1.00 , 711.40 , 11.36 ," 8,082.29 "," 3,252,879.44 "," 1,186,869 "," 2,066,010.44 "," 532,325.00 "," 468,446.00 "," 2,529,387.08 "," 2,402,917.73 "," 2,534,456.44 ",,
95,Chesterfield,TRUE,95,Chesterfield, 414.39 ," 1,506,759.63 ", 83.06 ," 151,003.47 ", 44.59 ," 87,221.08 ", 3.00 ," 2,134.20 ", 12.65 ," 9,001.63 "," 1,756,120.01 "," 1,102,630 "," 653,490.01 "," 119,256.00 "," 104,945.28 "," 735,264.04 "," 698,500.84 "," 758,435.29 ",,
99,Chichester,TRUE,99,Chichester, 319.85 ," 1,162,989.06 ", 57.13 ," 103,859.30 ", 47.76 ," 93,416.40 ", 4.00 ," 2,845.60 ", 2.00 ," 1,422.80 "," 1,364,533.16 "," 581,793 "," 782,740.16 "," 115,615.00 "," 101,741.20 "," 873,791.24 "," 830,101.68 "," 884,481.36 ",,
101,Claremont,TRUE,101,Claremont," 1,635.18 "," 5,945,606.05 ", 862.49 ," 1,568,020.25 ", 324.45 ," 634,662.01 ", 12.38 ," 8,804.57 ", 16.80 ," 11,951.52 "," 8,169,044.40 "," 1,502,693 "," 6,666,351.40 "," 6,282,807.00 "," 5,528,870.16 "," 12,077,963.29 "," 11,474,065.13 "," 12,195,221.56 ",,
103,Clarksville,TRUE,103,Clarksville, 25.44 ," 92,485.00 ", 14.45 ," 26,264.39 ", 3.13 ," 6,121.00 ", -   , -   , 1.00 , 711.40 ," 125,581.79 "," 104,650 "," 20,931.79 "," 46,927.00 "," 41,295.76 "," 61,547.40 "," 58,470.03 "," 62,227.55 ",,
105,Colebrook,TRUE,105,Colebrook, 220.32 ," 801,098.56 ", 91.57 ," 166,476.64 ", 27.90 ," 54,576.28 ", -   , -   , 4.00 ," 2,845.60 "," 1,024,997.08 "," 334,348 "," 690,649.08 "," 1,088,007.00 "," 957,446.16 "," 1,669,116.35 "," 1,585,660.53 "," 1,648,095.24 ",,
107,Columbia,TRUE,107,Columbia, 60.72 ," 220,773.56 ", 34.90 ," 63,445.26 ", 11.00 ," 21,516.99 ", -   , -   , 3.00 ," 2,134.20 "," 307,870.01 "," 144,746 "," 163,124.01 "," 199,764.00 "," 175,792.32 "," 343,258.07 "," 326,095.17 "," 338,916.33 ",,
111,Concord,TRUE,111,Concord," 4,147.92 "," 15,082,083.45 "," 1,593.21 "," 2,896,495.83 ", 677.79 ," 1,325,811.79 ", 349.68 ," 248,761.57 ", 42.20 ," 30,018.59 "," 19,583,171.23 "," 7,786,367 "," 11,796,804.23 "," 1,794,128.00 "," 1,578,832.64 "," 13,396,208.62 "," 12,726,398.19 "," 13,375,636.87 ",,
113,Conway,TRUE,113,Conway," 1,188.67 "," 4,322,058.71 ", 473.92 ," 861,594.22 ", 205.28 ," 401,543.42 ", 13.69 ," 9,741.06 ", 8.00 ," 5,691.20 "," 5,600,628.61 "," 3,327,640 "," 2,272,988.61 "," 793,690.00 "," 698,447.20 "," 3,091,203.68 "," 2,936,643.50 "," 2,971,435.81 ",,
115,Cornish,TRUE,115,Cornish, 131.94 ," 479,733.76 ", 22.86 ," 41,563.76 ", 17.00 ," 33,253.53 ", -   , -   , 1.00 , 711.40 ," 555,262.45 "," 372,814 "," 182,448.45 "," 418,638.00 "," 368,401.44 "," 545,177.78 "," 517,918.89 "," 550,849.89 ",,
117,Croydon,TRUE,117,Croydon, 74.47 ," 270,781.75 ", 16.70 ," 30,359.12 ", 12.78 ," 25,003.33 ", -   , -   , 2.00 ," 1,422.80 "," 327,567.00 "," 180,579 "," 146,988.00 "," 190,872.00 "," 167,967.36 "," 297,481.12 "," 282,607.06 "," 314,955.36 ",,
119,Dalton,TRUE,119,Dalton, 119.74 ," 435,377.82 ", 52.24 ," 94,971.36 ", 30.95 ," 60,540.79 ", -   , -   , 1.00 , 711.40 ," 591,601.37 "," 183,713 "," 407,888.37 "," 329,178.00 "," 289,676.64 "," 730,352.89 "," 693,835.25 "," 697,565.01 ",,
123,Danbury,TRUE,123,Danbury, 122.27 ," 444,565.78 ", 57.70 ," 104,891.94 ", 19.02 ," 37,211.48 ", 2.00 ," 1,422.80 ", 2.50 ," 1,778.50 "," 589,870.50 "," 227,807 "," 362,063.50 "," 390,811.00 "," 343,913.68 "," 706,819.64 "," 671,478.66 "," 705,977.18 ",,
125,Danville,TRUE,125,Danville, 605.17 ," 2,200,438.43 ", 90.35 ," 164,251.38 ", 128.49 ," 251,340.35 ", 4.18 ," 2,970.10 ", 11.00 ," 7,825.40 "," 2,626,825.66 "," 850,236 "," 1,776,589.66 "," 1,082,128.00 "," 952,272.64 "," 2,689,995.95 "," 2,555,496.15 "," 2,728,862.30 ",,
127,Deerfield,TRUE,127,Deerfield, 625.01 ," 2,272,556.77 ", 91.44 ," 166,239.02 ", 124.49 ," 243,512.08 ", 0.62 , 438.72 , 13.00 ," 9,248.20 "," 2,691,994.79 "," 1,135,068 "," 1,556,926.79 "," 341,247.00 "," 300,297.36 "," 1,797,184.23 "," 1,707,325.02 "," 1,857,224.15 ",,
129,Deering,TRUE,129,Deering, 173.22 ," 629,835.77 ", 76.64 ," 139,333.23 ", 40.96 ," 80,128.88 ", -   , -   , 3.00 ," 2,134.20 "," 851,432.08 "," 404,633 "," 446,799.08 "," 398,400.00 "," 350,592.00 "," 804,610.35 "," 764,379.83 "," 797,391.08 ",,
131,Derry,TRUE,131,Derry," 4,920.90 "," 17,892,684.02 "," 1,158.83 "," 2,106,772.30 ", 974.74 ," 1,906,682.30 ", 69.03 ," 49,107.02 ", 71.99 ," 51,212.83 "," 22,006,458.47 "," 6,398,571 "," 15,607,887.47 "," 8,658,713.00 "," 7,619,667.44 "," 23,235,605.61 "," 22,073,825.33 "," 23,227,554.91 ",,
133,Dix's Grant,TRUE,133,Dix's Grant, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ," 1,954 ", -   , -   , -   , -   , -   , -   ,,
134,Dixville,TRUE,134,Dixville, 2.00 ," 7,272.12 ", -   , -   , -   , -   , -   , -   , -   , -   ," 7,272.12 "," 20,938 ", -   ," 8,706.00 ", -   , -   , -   , -   ,,
139,Dorchester,TRUE,139,Dorchester, 29.01 ," 105,490.46 ", 18.01 ," 32,746.72 ", 6.13 ," 12,000.22 ", -   , -   , -   , -   ," 150,237.40 "," 84,246 "," 65,991.40 "," 180,839.00 "," 159,138.32 "," 211,031.20 "," 200,479.64 "," 225,129.72 ",,
141,Dover,TRUE,141,Dover," 3,561.59 "," 12,950,137.12 ", 927.33 ," 1,685,898.85 ", 604.37 ," 1,182,201.14 ", 117.74 ," 83,761.23 ", 71.20 ," 50,654.95 "," 15,952,653.29 "," 6,945,209 "," 9,007,444.29 ", -   , -   ," 9,272,071.68 "," 8,808,468.10 "," 9,007,444.29 ",,
143,Dublin,TRUE,143,Dublin, 134.55 ," 489,246.42 ", 29.90 ," 54,360.98 ", 16.73 ,"32,723.04", -   , -   , 2.00 ," 1,422.80 ","577,753.24"," 446,119 "," 131,634.24 "," 14,881.00 "," 13,095.28 "," 176,604.80 "," 167,774.56 "," 167,774.56 ",,
147,Dummer,TRUE,147,Dummer, 21.00 ," 76,357.26 ", 8.50 ," 15,453.17 ", 3.00 ," 5,868.27 ", -   , -   , -   , -   ," 97,678.70 "," 62,511 "," 35,167.70 "," 50,888.00 "," 44,781.44 "," 60,795.91 "," 57,756.11 "," 79,949.14 ",,
149,Dunbarton,TRUE,149,Dunbarton, 406.73 ," 1,478,884.50 ", 38.51 ," 70,003.77 ", 69.29 ," 135,529.65 ", -   , -   , 7.00 ," 4,979.80 "," 1,689,397.72 "," 691,664 "," 997,733.72 ", -   , -   ," 1,026,124.88 "," 974,818.64 "," 997,733.72 ",,
151,Durham,TRUE,151,Durham, 930.61 ," 3,383,751.61 ", 39.71 ," 72,200.12 ", 120.80 ," 236,302.52 ", 18.27 ," 12,996.07 ", 13.00 ," 9,248.20 "," 3,714,498.52 "," 2,313,512 "," 1,400,986.52 "," 12,435.00 "," 10,942.80 "," 1,412,021.59 "," 1,341,420.51 "," 1,411,929.32 ",,
